105,109,108,67,22,27,23,112,26,214,91,242,49,11,126,59,20,14,13,211,241,115,231,25,137,72,188,1,44,61,216,7,147,2,19,228,97,29,69,51,33,38,165,123,128,99,131,4,122,34,74,42,174,173,66,104,142,24,146,125,54,172,3,135,116,141,233,102,106,151,0,37,192,21,64,129,45,215,179,118,158,149,213,189,119,56,232,124,114,236,164,184,16,234,145,96,40,134,62,110
15.98934,13.673601,11.041294,10.991559,10.791089,10.702337,10.380309,10.334909,10.273196,10.205436,10.076341,10.0149555,9.969198,9.954501,9.9403515,9.903433,9.881612,9.873107,9.837179,9.81444,9.795187,9.774562,9.76082,9.757204,9.751192,9.740266,9.716482,9.714145,9.703526,9.68787,9.669713,9.668945,9.66688,9.663009,9.655381,9.647835,9.64652,9.646436,9.645708,9.642511,9.63352,9.632587,9.630552,9.626669,9.613961,9.609216,9.606916,9.604772,9.598472,9.59086,9.573937,9.558558,9.557909,9.551057,9.523288,9.5225525,9.517192,9.506885,9.505732,9.501674,9.49852,9.49386,9.488867,9.486826,9.483551,9.481845,9.467717,9.4633,9.462453,9.451067,9.4393635,9.438517,9.435399,9.427842,9.406856,9.403896,9.397184,9.393882,9.386286,9.368616,9.363852,9.359608,9.355127,9.341945,9.341253,9.335457,9.333948,9.330412,9.31473,9.312552,9.304825,9.304174,9.30359,9.303431,9.301686,9.298743,9.298279,9.297436,9.291824,9.286084
NACCAGEB,NACCAGE,NACCIDEM,NACCMCII,COMMUN,DECIN,HOMEHOBB,NACCNE4S,DECSUB,NPTDPD,DEPIF,NACCINT,MOGAIT,EDUC,NPASAN,NACCPPA,ORIENT,INDEPEND,NACCLIVS,NPTDPA,NACCDAGE,NPWBRWT,NPPDXP,CDRSUM,NACCDIFF,NACCLBDP,NACCLEWY,NACCREFR,BEAGIT,NACCLBDS,NPPDXA,RACE,NPINF2D,BIRTHMO,MEMORY,NPPDXM,DYSILLIF,COGJUDG,NACCALZD,MOTREM,COGOTHR,BEDEP,NPOLD3,NACCAVAS,NPHISMB,MEDSIF,NPHIST,SEX,NPGRLCH,NACCCOGF,PSP,BEDISIN,NACCARTE,NACCHEM,NACCMCIV,NACCFTDM,NPINF1B,PERSCARE,NPINF2B,NPABAN,MOMODE,NPOLDD4,BIRTHYR,NACCNEUR,NPWBRF,NPINF1A,NACCOTHP,NACCETPR,NACCNIHR,NPINF3D,NACCREAS,BEAPATHY,NPFTDTAU,JUDGMENT,NACCMCIA,NPHISG,BEPERCH,NPTDPE,NPPATH3,NPGRCCA,NPHEMO,NPINF3A,NPTDPC,NPLBOD,NPGRLA,FRSTCHG,NPPDXQ,NPTAN,NPFIX,NACCFORM,NPOLD2,NPPATH8,HANDED,NACCBNKF,NPINF2A,DYSILL,BEAHALL,NACCBRAA,NACCTMCI,NACCUDSD
