105,109,22,108,59,67,214,112,126,195,23,119,38,191,15,241,31,25,242,233,211,20,54,74,86,131,111,120,94,27,63,234,11,175,49,196,51,64,13,146,46,134,61,231,124,1,34,188,95,158,16,101,41,113,35,167,189,70,75,39,174,139,129,24,26,236,212,52,65,4,116,123,152,19,198,154,56,114,173,28,171,160,147,40,100,162,165,137,36,106,121,199,42,73,170,66,176,238,140,91
15.775058,12.94325,12.422071,11.785842,11.392973,11.207942,10.809022,10.670991,10.513817,10.493874,10.169013,10.131613,10.128791,10.112448,10.041941,9.986999,9.972515,9.9157715,9.866209,9.8647785,9.85434,9.838938,9.805104,9.731731,9.727352,9.710153,9.706312,9.697809,9.687348,9.686247,9.682931,9.659719,9.610845,9.609749,9.595657,9.586085,9.576483,9.560269,9.539447,9.537155,9.536102,9.534666,9.523631,9.51381,9.512959,9.511485,9.506319,9.492851,9.489077,9.487974,9.4796095,9.474297,9.464285,9.461486,9.456875,9.440099,9.4367485,9.429703,9.42825,9.419508,9.417127,9.415885,9.411803,9.411491,9.400202,9.39947,9.39931,9.398518,9.388782,9.370253,9.368011,9.361464,9.361419,9.359692,9.356365,9.354012,9.353601,9.350248,9.35011,9.343532,9.342247,9.333083,9.32844,9.323271,9.322454,9.319845,9.319059,9.318582,9.317038,9.316831,9.312614,9.311114,9.307962,9.307454,9.305293,9.299302,9.278772,9.27401,9.273729,9.272302
NACCAGEB,NACCAGE,COMMUN,NACCIDEM,NACCPPA,NACCMCII,NPTDPD,NACCNE4S,NPASAN,NACCCBD,HOMEHOBB,NPGRLA,BEDEP,NPHIPSCL,RESIDENC,NACCDAGE,COGVIS,CDRSUM,NACCINT,NACCOTHP,NPTDPA,ORIENT,MOMODE,PSP,HYCEPH,NPHIST,NACCAPOE,NPGRHA,ALCDEM,DECIN,NACCMCIL,NACCBNKF,EDUC,NPWMR,MOGAIT,NACCPROG,MOTREM,NACCMCIA,NACCLIVS,NPINF2B,BEOTHR,NACCBRAA,NACCLBDS,NPPDXP,NPTAN,NACCREFR,NACCCOGF,NACCLEWY,ALCDEMIF,NPHEMO,HANDED,COGOTHIF,BEDEL,NPPMIH,COGMODE,NACCMICR,NPLBOD,NACCALZP,PSPIF,BEVHALL,NACCARTE,NACCAMY,NPHISG,PERSCARE,DECSUB,NACCFORM,NPTDPB,MOSLOW,NACCMCIE,SEX,NPWBRF,NACCAVAS,NPINF3F,MEMORY,NPFTDT6,NPINF4B,FRSTCHG,NPFIX,NACCHEM,COGMEM,NPOLDD3,NPHEMO2,NPINF2D,BEAHALL,COGOTH,NPOLD,NPOLD3,NACCDIFF,DECAGE,NACCNIHR,NPGRSNH,NPFTDT7,BEDISIN,PARK,NPOLDD2,NACCMCIV,NPPATH,NACCCSFP,NPINF,DEPIF
