164,168,122,170,38,36,167,41,292,89,39,27,163,274,322,70,296,71,280,195,114,74,165,115,43,14,80,16,86,92,255,19,131,306,226,13,219,317,187,99,90,28,4,182,295,50,200,151,230,177,94,152,209,194,108,283,79,98,216,24,127,87,95,73,173,254,294,293,206,88,15,186,54,245,174,272,248,57,175,193,65,96,214,33,155,297,277,191,23,32,181,176,192,63,46,47,11,222,203,235
14.19106,11.9310875,11.414387,10.968302,10.863862,10.648941,10.548138,10.164744,9.507485,9.50273,9.439107,9.419512,9.400668,9.338712,9.281935,9.278534,9.257485,9.234996,9.212389,9.202654,9.1875925,9.070295,9.050494,9.031195,9.029467,9.028136,9.013364,9.006186,8.983857,8.981592,8.971183,8.955682,8.926913,8.921,8.91921,8.909078,8.9032345,8.899171,8.886914,8.876861,8.871779,8.871076,8.870577,8.862546,8.848769,8.845446,8.844676,8.8356085,8.830272,8.827201,8.825465,8.810628,8.80922,8.800233,8.78093,8.7807455,8.780462,8.767672,8.767246,8.758213,8.757873,8.745967,8.744704,8.737238,8.725812,8.722696,8.71582,8.71499,8.710522,8.703741,8.703173,8.702026,8.70198,8.697795,8.695901,8.695204,8.691255,8.686813,8.681958,8.678446,8.677138,8.672423,8.670744,8.666387,8.664159,8.663337,8.66204,8.65447,8.652811,8.652386,8.651812,8.650812,8.649228,8.64541,8.643492,8.641109,8.635218,8.630415,8.628965,8.628069
NACCAGEB,NACCAGE,NACCMCII,NACCAANX,COMMUN,ORIENT,NACCIDEM,CDRSUM,NPTDPA,COGMODE,HOMEHOBB,NACCMOM,NACCFTDM,NACCPICK,NACCDAGE,TAXES,NPTDPE,SHOPPING,NPFTDT7,NPWBRWT,NACCPPA,MEALPREP,NACCNIHR,NACCBVFT,CDRLANG,INDEPEND,DECIN,HANDED,COGFLUC,BEDEP,NPWMR,INSEX,CORT,NPPDXJ,NPINF2B,NACCLIVS,NACCAMY,NACCFORM,NACCNSD,BEPERCH,DECAGE,NACCDAD,SEX,NACCDIUR,NPTDPD,AGITSEV,NPGRHA,DYSILL,NPINF3B,NACCANGI,BEAHALL,DYSILLIF,NPHISG,NPFIX,NACCMOTF,NPFTDT10,DECSUB,BEAGIT,NPADNC,INCALLS,NACCLBDP,COGOTHR,BEDEL,STOVE,NACCADEP,NACCARTE,NPTDPC,NPTDPB,NPASAN,NACCCOGF,RESIDENC,NACCLIPL,ANXSEV,NPOLD3,NACCADMD,NPHIPSCL,NPOLDD,APA,NACCAHTN,NPPMIH,NITE,BEDISIN,NACCBRAA,NACCSTYR,COGOTH,NPPDXA,NACCPROG,NACCAPOE,INVISITS,DRUG1,NACCDBMD,NACCAMD,NACCNE4S,MOT,DELSEV,HALL,EDUC,NPINF1B,NACCAVAS,NPINF4D
