164,38,167,168,122,36,192,170,114,41,88,11,255,314,295,188,39,206,87,70,28,71,104,75,1,315,322,93,272,0,27,15,65,73,108,78,84,43,14,226,209,4,186,175,317,44,16,66,107,200,18,94,52,171,211,98,173,50,85,177,54,169,172,116,74,181,191,58,313,32,213,208,6,235,92,216,80,106,183,227,56,277,165,111,60,79,296,57,19,109,176,273,199,46,23,24,146,270,256,195
14.1158905,12.227532,12.061395,11.568512,10.9111395,10.584028,10.218,9.8856,9.769367,9.740207,9.455488,9.375627,9.365019,9.363819,9.347098,9.242197,9.212646,9.183886,9.174211,9.105851,9.102177,9.092312,9.090134,9.082783,9.036746,9.021246,9.017538,9.016854,8.993354,8.958106,8.949185,8.943978,8.939371,8.936395,8.92167,8.915858,8.902501,8.894216,8.892822,8.880473,8.879405,8.862695,8.857197,8.846957,8.837814,8.831665,8.828204,8.824077,8.811098,8.809835,8.794509,8.787764,8.782103,8.776859,8.773847,8.771361,8.767226,8.763757,8.756594,8.750688,8.746701,8.725842,8.725804,8.710844,8.708852,8.708527,8.704232,8.70389,8.702851,8.695314,8.694223,8.693574,8.692376,8.692171,8.679987,8.675723,8.668319,8.666155,8.665282,8.663707,8.662363,8.657624,8.655138,8.650148,8.645177,8.642213,8.638982,8.623319,8.622508,8.621759,8.618199,8.613756,8.608669,8.60723,8.600103,8.599955,8.598264,8.596797,8.595897,8.591161
NACCAGEB,COMMUN,NACCIDEM,NACCAGE,NACCMCII,ORIENT,NACCNE4S,NACCAANX,NACCPPA,CDRSUM,NACCCOGF,EDUC,NPWMR,NACCOTHP,NPTDPD,NACCPDMD,HOMEHOBB,NPASAN,COGOTHR,TAXES,NACCDAD,SHOPPING,MOGAIT,EVENTS,NACCREFR,NACCBNKF,NACCDAGE,BEVHALL,NPHIPSCL,NACCREAS,NACCMOM,RESIDENC,NITE,STOVE,NACCMOTF,TRAVEL,COGVIS,CDRLANG,INDEPEND,NPINF2B,NPHISG,SEX,NACCLIPL,NACCAHTN,NACCFORM,NPIQINF,HANDED,NITESEV,MOSLOW,NPGRHA,INBIRYR,BEAHALL,DEPDSEV,NACCAC,NPHIST,BEAGIT,NACCADEP,AGITSEV,COGATTN,NACCANGI,ANXSEV,NACCAAAS,NACCACEI,NACCLBDS,MEALPREP,NACCDBMD,NACCAPOE,APASEV,NPPDXQ,DRUG1,NPTHAL,NPHISMB,HISPOR,NPINF4D,BEDEP,NPADNC,DECIN,MOTREM,NACCEMD,NPINF2D,ELATSEV,NACCPROG,NACCNIHR,FRSTCHG,DISNSEV,DECSUB,NPTDPE,APA,INSEX,MOMODE,NACCAMD,NPFTDTAU,NPGRLA,DELSEV,INVISITS,INCALLS,DEPIF,NPLBOD,NPPATH,NPWBRWT
